state,county,year,MedianAge,PerCapitaIncome,Population,PovertyCount
Iowa,Montgomery County,2018,44,28780,10155,1601
Iowa,Sac County,2018,46.2,30750,9868,1022
Iowa,Plymouth County,2018,39.9,32028,25039,2220
Iowa,Buchanan County,2018,38.7,31495,21125,1969
Iowa,Clinton County,2018,42.2,27942,47218,5680
Iowa,Decatur County,2018,36.4,22037,8044,1426
Iowa,Jefferson County,2018,43,26064,18077,2396
Iowa,Allamakee County,2018,44.8,27741,13880,1285
Iowa,Linn County,2018,37.5,34289,222121,20566
Iowa,Dallas County,2018,35.3,43583,84002,4900
Iowa,O'Brien County,2018,42.4,29901,13911,1314
Kansas,Stanton County,2018,39.6,23542,2063,298
Kansas,Meade County,2018,37.3,27273,4261,503
Kansas,Montgomery County,2018,40.5,24103,32970,5860
Kansas,Pratt County,2018,38.5,27050,9582,1065
Kansas,Rawlins County,2018,49.2,27840,2509,227
Kansas,Anderson County,2018,41.5,23210,7852,1068
Kansas,Ellsworth County,2018,42.3,25161,6293,591
Kansas,Geary County,2018,26.1,22797,34895,4127
Kansas,Ford County,2018,31.9,23348,34484,4875
Kansas,Russell County,2018,49.1,26300,6977,439
Kansas,Marshall County,2018,44,27167,9798,904
Kansas,Allen County,2018,41.8,23454,12630,1989
Kansas,Cheyenne County,2018,45.7,28467,2677,249
Kansas,Cowley County,2018,38.8,23778,35591,5074
Kansas,Elk County,2018,51.7,22437,2562,370
Kansas,Franklin County,2018,39.1,26757,25563,2564
Maryland,Howard County,2018,38.7,52586,315327,16829
Maryland,Prince George's County,2018,36.8,35869,906202,78590
Maryland,Anne Arundel County,2018,38.4,44979,567696,33045
Maryland,Baltimore County,2018,39.3,38580,827625,74571
Maryland,Frederick County,2018,39.2,41432,248472,17341
Maryland,Calvert County,2018,40.8,43504,91082,4578
Maryland,Garrett County,2018,45.6,27980,29376,2788
Maryland,Kent County,2018,47.5,34910,19593,2210
Maryland,Montgomery County,2018,39,52828,1040133,71153
Maryland,Carroll County,2018,42.4,40667,167522,8671
Maryland,Queen Anne's County,2018,44.3,42077,49355,2691
Maryland,St. Mary's County,2018,36.5,39254,111531,9026
Maryland,Charles County,2018,38.3,39696,157671,9423
Maryland,Dorchester County,2018,44.5,30135,32261,5017
Maryland,Washington County,2018,40.5,29802,149811,17902
Maryland,Wicomico County,2018,35.8,27622,102172,14944
Maryland,Cecil County,2018,40.4,32976,102517,9525
Maryland,Caroline County,2018,40.2,27866,32875,4754
Massachusetts,Suffolk County,2018,32.7,40190,791766,144697
Massachusetts,Dukes County,2018,46.1,43822,17313,1368
Massachusetts,Middlesex County,2018,38.5,49669,1595192,122070
Massachusetts,Bristol County,2018,41,34226,558905,62439
Massachusetts,Hampden County,2018,38.9,29020,469116,77830
Massachusetts,Essex County,2018,40.8,40697,781024,81801
Massachusetts,Franklin County,2018,46.1,34202,70935,7226
Massachusetts,Worcester County,2018,40.1,36169,822280,82745
Massachusetts,Hampshire County,2018,36.3,33605,161159,18349
Michigan,Chippewa County,2018,39.7,23310,37834,6267
Michigan,Monroe County,2018,42.4,30295,149699,15747
Michigan,Oakland County,2018,40.9,42760,1250843,106773
Michigan,Hillsdale County,2018,42.2,24749,45830,7045
Michigan,Muskegon County,2018,39.3,24101,173043,28384
Michigan,Leelanau County,2018,53.7,38074,21639,1339
Michigan,Lapeer County,2018,43.9,28309,88202,8697
Michigan,Sanilac County,2018,45.1,24835,41376,6382
Michigan,Keweenaw County,2018,56.7,31830,2130,255
Michigan,Ontonagon County,2018,58.1,23850,5968,901
Michigan,Ottawa County,2018,35,30558,284034,23226
Michigan,Alcona County,2018,58.2,25219,10364,1631
Michigan,Ionia County,2018,38.7,23956,64176,7681
Michigan,Kalkaska County,2018,44.5,23687,17463,2946
Michigan,Berrien County,2018,41.9,29311,154807,24848
Michigan,Ogemaw County,2018,50.3,22527,20928,3455
Michigan,Wexford County,2018,41.8,22760,33111,5325
Michigan,Crawford County,2018,50.5,24884,13836,2098
Michigan,Dickinson County,2018,46.4,28020,25570,3345
Michigan,Huron County,2018,49,27130,31543,4005
Michigan,Ingham County,2018,31.8,28366,289564,54559
Michigan,Mason County,2018,46.1,28812,28884,4299
Michigan,Menominee County,2018,48.2,27609,23234,2918
Michigan,Missaukee County,2018,43.7,22850,15006,2309
Michigan,St. Joseph County,2018,39.7,25136,60897,9347
Michigan,Van Buren County,2018,41.6,26771,75272,11499
Michigan,Arenac County,2018,49.6,23374,15165,2714
Michigan,Barry County,2018,42.6,28783,60057,5120
Michigan,Iron County,2018,54.1,24876,11212,1527
Montana,Meagher County,2018,45.9,23972,1968,292
Montana,Carbon County,2018,50.3,32553,10546,1061
Montana,Beaverhead County,2018,42.1,28941,9393,1421
Montana,Flathead County,2018,42.1,30068,98082,11368
Montana,Musselshell County,2018,48,22737,4807,898
Nebraska,Harlan County,2018,47.9,27421,3438,381
Nebraska,York County,2018,40.2,31577,13799,1298
Nebraska,Buffalo County,2018,33.3,30184,49030,6554
Nebraska,Colfax County,2018,34.3,22407,10760,1291
Nebraska,Hitchcock County,2018,46.8,26917,2843,352
Nebraska,Platte County,2018,38.5,29847,33063,2688
Nebraska,Polk County,2018,45.2,30403,5255,405
Nebraska,Box Butte County,2018,40.7,28835,11089,1291
Nebraska,Brown County,2018,51.1,28860,2988,446
Nebraska,Sheridan County,2018,45.9,27304,5234,934
Nebraska,Lancaster County,2018,33.3,30929,310094,38952
Nebraska,Nuckolls County,2018,49.3,26735,4275,509
Nebraska,Banner County,2018,48.5,34670,696,67
Nebraska,Frontier County,2018,45.5,28583,2609,257
Nebraska,Douglas County,2018,34.5,33734,554992,68984
Nebraska,Richardson County,2018,48,28965,8009,1036
Nebraska,Holt County,2018,43.2,29975,10245,849
Nebraska,Furnas County,2018,46.5,27031,4786,507
Nebraska,Saline County,2018,35.8,22943,14288,1798
Nebraska,Thurston County,2018,27.8,20396,7140,1992
Nebraska,Washington County,2018,41.4,34178,20219,1611
Nebraska,Cherry County,2018,43.6,27605,5790,597
Nebraska,Dodge County,2018,39,27494,36683,4862
Nebraska,Garden County,2018,50.3,33572,1860,165
Nebraska,Morrill County,2018,42.5,26461,4841,408
Nebraska,Nemaha County,2018,39.3,27945,7004,801
Nebraska,Thomas County,2018,41.1,28701,645,69
Nebraska,Dakota County,2018,33.8,24365,20317,3312
Nebraska,Antelope County,2018,45.3,26406,6372,790
Nebraska,Chase County,2018,45.6,29526,3734,308
Nebraska,Clay County,2018,42.5,27297,6232,699
Nebraska,Custer County,2018,43.2,33294,10830,1189
Nebraska,Franklin County,2018,50.7,27757,3006,406
Nebraska,Hamilton County,2018,41.5,32086,9178,443
Nebraska,Jefferson County,2018,45.7,26439,7188,846
Nebraska,Keith County,2018,49.5,28410,8099,940
Nebraska,Loup County,2018,56.9,28299,585,48
Nebraska,Perkins County,2018,42.7,33749,2907,159
Nebraska,Saunders County,2018,40.8,32344,21024,1752
Nebraska,Scotts Bluff County,2018,39.5,28089,36255,4731
Nebraska,Keya Paha County,2018,45.4,31406,792,48
Nebraska,Kimball County,2018,45.6,23870,3667,341
Nebraska,Lincoln County,2018,40.3,30073,35433,4198
Nebraska,Pierce County,2018,41.5,29509,7157,507
Nebraska,Sioux County,2018,47,26951,1266,135
Nebraska,Burt County,2018,46.2,28499,6528,751
Nebraska,Cass County,2018,41.6,33178,25702,1623
Nebraska,Cuming County,2018,43.6,29306,8991,615
Nebraska,Dixon County,2018,42,26757,5746,707
Nebraska,Dundy County,2018,42.3,25790,2023,203
Nebraska,Grant County,2018,45.3,22640,718,137
Nebraska,Greeley County,2018,45.7,26159,2410,226
Nebraska,Hall County,2018,36,27421,61343,7810
Nebraska,Hayes County,2018,44.4,26369,943,117
Utah,Sanpete County,2018,31.9,17980,29366,4349
Utah,Sevier County,2018,35.2,22349,21118,2779
Utah,Weber County,2018,32.5,26492,247731,27753
Utah,San Juan County,2018,31.5,18128,15281,3951
Utah,Salt Lake County,2018,32.6,31648,1120805,107925
Utah,Daggett County,2018,46.1,27698,612,23
Utah,Wayne County,2018,41,22920,2694,225
Utah,Carbon County,2018,37.2,23473,20356,3156
Utah,Morgan County,2018,32.4,31936,11391,336
Utah,Cache County,2018,25.1,22666,122336,18119
Utah,Juab County,2018,30.4,22498,10948,1229
Virginia,James City County,2018,46.4,43815,74153,5695
Virginia,Russell County,2018,45.4,21754,27408,5276
Virginia,Smyth County,2018,44.9,22297,31059,5818
Virginia,Charlottesville city,2018,31.3,35026,47042,10915
Virginia,Campbell County,2018,42.8,27842,55170,6414
Virginia,Henrico County,2018,38.5,37999,325642,32209
Virginia,King George County,2018,37.3,37316,25890,1452
Virginia,Lancaster County,2018,56.7,37196,10804,983
Virginia,Lee County,2018,44.4,18750,24134,5414
Virginia,Mathews County,2018,52.9,39119,8796,942
Virginia,Middlesex County,2018,53.4,29707,10700,874
Virginia,Prince George County,2018,37,28873,37894,3142
Virginia,Richmond County,2018,45.8,22105,8878,1023
Virginia,Scott County,2018,46.9,21157,22009,3923
Virginia,Spotsylvania County,2018,38.1,35794,131412,10447
Virginia,Appomattox County,2018,42.9,26890,15577,2096
Virginia,Franklin County,2018,46.6,28866,56233,8940
Virginia,King and Queen County,2018,45.7,27306,7052,1165
Virginia,Montgomery County,2018,28.5,28920,97997,21533
Virginia,New Kent County,2018,43.7,36458,21103,992
Virginia,Cumberland County,2018,45.5,25177,9786,1880
Virginia,Dickenson County,2018,44.3,22924,14960,3512
Virginia,Halifax County,2018,46.1,22716,34779,5145
Virginia,Loudoun County,2018,36,53408,385143,14223
Virginia,Prince William County,2018,34.9,39262,456749,30520
Virginia,Southampton County,2018,46.1,25643,17939,1665
Virginia,Highland County,2018,59.3,30967,2214,268
Virginia,Caroline County,2018,40,31536,30184,2307
Virginia,Gloucester County,2018,44.7,33295,37161,3125
Virginia,Patrick County,2018,49.6,23016,17859,3264
Virginia,Powhatan County,2018,45.1,35641,28574,1383
Virginia,Shenandoah County,2018,44.4,28064,43045,4620
Virginia,Fauquier County,2018,41.4,44724,69115,4177
Virginia,Staunton city,2018,42.5,28836,24452,3165
Virginia,Fluvanna County,2018,43.3,39900,26282,1221
Virginia,Amelia County,2018,46,29114,12854,1707
Virginia,Radford city,2018,22.9,20760,17630,5230
Virginia,Winchester city,2018,37.3,29727,27789,4004
Virginia,Accomack County,2018,45.9,24355,32742,6438
Virginia,Craig County,2018,48.3,28686,5113,435
Virginia,Floyd County,2018,47,26134,15666,1780
Virginia,Giles County,2018,44.5,26459,16814,1872
Virginia,Grayson County,2018,47.7,20930,15811,3085
Virginia,Nottoway County,2018,41.7,23109,15500,2814
Virginia,Rappahannock County,2018,50.1,37733,7332,650
Virginia,Charles City County,2018,50.3,37059,6995,910
Virginia,Culpeper County,2018,38.8,30812,50450,3986
Virginia,Dinwiddie County,2018,43.2,27106,28308,3542
Arkansas,Desha County,2018,39.1,18475,11887,3401
Arkansas,Fulton County,2018,48.1,19413,12139,2844
Arkansas,Howard County,2018,38.8,24590,13389,2526
Arkansas,Garland County,2018,44.9,26791,98296,17961
Arkansas,Mississippi County,2018,36.2,20879,42831,10825
Arkansas,Pope County,2018,35,22110,63644,11117
Arkansas,Prairie County,2018,46.2,24075,8244,1266
Arkansas,Union County,2018,40.1,24522,39732,7876
Arkansas,Woodruff County,2018,45.6,21276,6660,1608
Arkansas,Cleburne County,2018,49.4,26620,25230,3631
Arkansas,Cleveland County,2018,42.7,23538,8226,1574
Arkansas,Jackson County,2018,39.9,19848,17225,3313
Arkansas,Hempstead County,2018,39.9,20168,22018,5271
Arkansas,Sharp County,2018,47.4,20721,17043,3616
Arkansas,Stone County,2018,49.8,20496,12446,2767
Arkansas,Washington County,2018,31.8,27823,228529,37160
Arkansas,Baxter County,2018,52.1,26004,41219,5676
Arkansas,Ashley County,2018,41.7,22052,20537,4110
Arkansas,Craighead County,2018,34.1,26432,105701,18667
Arkansas,Greene County,2018,37.9,22874,44623,7127
Arkansas,Perry County,2018,43.5,21699,10322,1729
Arkansas,Poinsett County,2018,39.7,19413,24054,5123
Arkansas,Sevier County,2018,34.9,20627,17193,3570
Arkansas,Calhoun County,2018,45.5,24509,5202,788
Arkansas,Clark County,2018,34.1,21571,22385,3887
Arkansas,Lawrence County,2018,41.1,20451,16669,2846
Arkansas,Monroe County,2018,47,22274,7249,2015
Arkansas,Conway County,2018,41.7,23750,20906,3772
Arkansas,Newton County,2018,49.1,18907,7848,1103
Arkansas,Arkansas County,2018,41.4,24714,18124,3563
Arkansas,Lonoke County,2018,36.1,26222,72206,8733
Arkansas,Carroll County,2018,44.8,24185,27887,4141
Arkansas,St. Francis County,2018,38.9,17491,26294,6052
Arkansas,Pulaski County,2018,36.9,31359,393463,65935
California,Merced County,2018,30.9,21634,269075,59660
California,Mariposa County,2018,51.4,29776,17540,2435
California,Modoc County,2018,47.7,23235,8938,1435
California,Contra Costa County,2018,39.4,45524,1133247,102543
California,Inyo County,2018,45.7,31540,18085,1792
California,Stanislaus County,2018,34,25101,539301,86066
California,Santa Barbara County,2018,33.7,34229,443738,63010
Georgia,Monroe County,2018,43.1,34669,27010,3615
Georgia,Putnam County,2018,46,28819,21503,3396
Georgia,Sumter County,2018,35.5,20191,30352,7860
Georgia,Taliaferro County,2018,46.3,19897,1665,466
Georgia,Warren County,2018,45.2,22916,5346,1387
Georgia,Bryan County,2018,34.6,30892,35885,5020
Georgia,Butts County,2018,38.5,22360,23750,4985
Georgia,Camden County,2018,32.3,28509,52714,6546
Georgia,Crawford County,2018,44.4,21102,12344,2398
Georgia,Early County,2018,40.7,17598,10348,2938
Georgia,Coffee County,2018,36.2,19709,42961,8703
Georgia,Coweta County,2018,38.5,32542,140516,15417
Georgia,Gilmer County,2018,46.9,25812,29922,4842
Georgia,Walton County,2018,38.7,26545,90132,11500
Georgia,Wilkes County,2018,46.1,23198,9884,2334
Georgia,Dodge County,2018,41.6,18921,20919,4447
Georgia,Gordon County,2018,37.8,22448,56790,11232
Georgia,Cherokee County,2018,38.3,35199,241910,19423
Georgia,Fayette County,2018,43.5,42126,111369,6190
Georgia,Lee County,2018,37.2,28612,29348,3907
Georgia,Pickens County,2018,45.1,30567,30832,2928
Georgia,Greene County,2018,49.4,35844,16976,3736
Georgia,Cook County,2018,37.4,19778,17184,4080
Georgia,Dawson County,2018,43.4,32646,23861,2045
Georgia,Fulton County,2018,35.4,43707,1021902,149412
Hawaii,Hawaii County,2018,42.3,29253,197658,32325
Hawaii,Honolulu County,2018,37.6,35202,987638,83359
Hawaii,Kauai County,2018,42.4,31674,71377,5985
Hawaii,Kalawao County,2018,57.1,47709,75,7
Idaho,Cassia County,2018,32.2,21547,23615,3335
Idaho,Lincoln County,2018,35,20188,5321,708
Idaho,Valley County,2018,48.7,30838,10401,1023
Idaho,Franklin County,2018,33.4,22367,13279,1558
Idaho,Nez Perce County,2018,40.9,27753,40155,5687
Idaho,Kootenai County,2018,40.2,29429,153605,18370
Idaho,Minidoka County,2018,35.2,23578,20615,3926
Idaho,Twin Falls County,2018,34.7,24222,83666,12172
Idaho,Blaine County,2018,43.2,32861,21994,3077
Idaho,Boise County,2018,53,30660,7163,934
Idaho,Butte County,2018,48.1,25941,2602,413
Idaho,Gooding County,2018,37.8,22542,15169,2395
Idaho,Ada County,2018,36.7,33352,446052,47982
Idaho,Bear Lake County,2018,39.3,24654,5962,997
Idaho,Bingham County,2018,33.5,21322,45551,5663
Idaho,Camas County,2018,46.3,30803,886,206
Idaho,Clearwater County,2018,50.2,22844,8640,1031
Idaho,Jefferson County,2018,31.2,22934,27969,2156
Texas,Houston County,2018,44,18080,22955,4872
Texas,Navarro County,2018,38.6,23422,48583,8655
Texas,Scurry County,2018,36.1,24508,17239,2149
Texas,Stonewall County,2018,52,28746,1385,175
Texas,Bastrop County,2018,38.6,26540,82577,8067
Texas,Bee County,2018,35.4,17390,32691,5403
Texas,Crane County,2018,32.4,26113,4839,357
Vermont,Rutland County,2018,46.6,30109,59273,6100
Vermont,Orange County,2018,46.1,30836,28937,3064
Vermont,Windsor County,2018,47.7,35152,55427,5452
Utah,Utah County,2018,24.6,24528,590440,64510
Utah,Duchesne County,2018,31,23945,20219,2630
Utah,Uintah County,2018,30.3,25610,36323,4279
Kansas,Hodgeman County,2018,49.1,28514,1842,210
Kansas,Jewell County,2018,52.6,26908,2916,453
Kansas,Rice County,2018,39.1,23971,9762,1527
Kansas,Stafford County,2018,44.4,26922,4214,568
Kansas,Osage County,2018,43.6,27026,15882,1989
Kansas,Coffey County,2018,44,32112,8296,968
Kansas,Crawford County,2018,32.5,22461,39108,7770
Kansas,Greenwood County,2018,48.7,27639,6156,738
Kansas,Labette County,2018,40.6,23524,20367,3553
Oklahoma,Harper County,2018,38,24714,3847,401
Oklahoma,Logan County,2018,37.8,29387,46044,5739
Oklahoma,Tulsa County,2018,35.5,30894,642781,95744
Oklahoma,Washington County,2018,40.2,30267,52001,7072
Iowa,Ida County,2018,44.5,32562,6916,709
Iowa,Monroe County,2018,41.8,26469,7863,901
Iowa,Sioux County,2018,33.2,28467,34825,2214
Iowa,Calhoun County,2018,45.1,27908,9780,1197
Iowa,Cerro Gordo County,2018,44.5,31304,42984,4764
Iowa,Hardin County,2018,44.7,28539,17127,1286
Iowa,Lucas County,2018,44.6,28900,8597,1001
Iowa,Palo Alto County,2018,41.8,28843,9055,576
Iowa,Henry County,2018,40,26760,19926,1988
Iowa,Jasper County,2018,42.3,27551,36891,3442
Iowa,Poweshiek County,2018,40.7,30711,18605,1683
Iowa,Clayton County,2018,47.1,28486,17672,1564
Iowa,Bremer County,2018,39.7,32512,24782,1901
Iowa,Emmet County,2018,42.4,30386,9551,1041
Iowa,Hancock County,2018,44.5,29537,10888,865
Iowa,Jackson County,2018,44.7,29207,19395,2361
Iowa,Lee County,2018,43.2,25968,34541,5069
Iowa,Warren County,2018,38.3,34570,49361,3280
Iowa,Mahaska County,2018,39.7,27061,22208,3110
Iowa,Clay County,2018,42.7,27811,16313,1930
Iowa,Delaware County,2018,43.6,31300,17258,1448
Iowa,Wayne County,2018,43,25560,6413,954
Iowa,Scott County,2018,38.3,31873,172288,20361
Kansas,Sherman County,2018,38.8,23687,5966,1106
Kansas,Thomas County,2018,36.1,27127,7824,823
Kansas,Morris County,2018,47.7,27499,5566,514
Kansas,Rooks County,2018,43.8,25072,5118,392
Kansas,Clark County,2018,44.3,27896,2053,220
Kansas,Harper County,2018,42.3,26105,5673,888
Kansas,Lyon County,2018,33.4,26322,33299,5483
Kansas,Pawnee County,2018,45.7,22925,6709,488
Kansas,Comanche County,2018,47.5,30171,1780,105
Iowa,Davis County,2018,37,26503,8885,1081
Kansas,Gove County,2018,48.1,28247,2619,304
Kansas,Harvey County,2018,39.5,27305,34555,3714
Kansas,Kearny County,2018,34.4,23593,3932,763
Kansas,McPherson County,2018,41.1,30234,28630,2712
Kansas,Greeley County,2018,36.5,23668,1200,99
Kansas,Ellis County,2018,32.6,29810,28878,4434
Kansas,Linn County,2018,43.9,25771,9635,1575
Kansas,Seward County,2018,29.4,20352,22692,3687
Kansas,Johnson County,2018,37.5,44986,585502,32365
Kansas,Miami County,2018,41.9,33349,33127,2509
Kansas,Woodson County,2018,48.3,21123,3170,683
Kansas,Ness County,2018,48.7,31912,2955,216
Kansas,Bourbon County,2018,39.3,22822,14702,2359
Kansas,Kiowa County,2018,40.3,25623,2526,194
Kansas,Shawnee County,2018,38.9,29979,178284,22228
Kansas,Chautauqua County,2018,48.8,24496,3367,564
Kansas,Reno County,2018,40.4,26190,63101,8021
Kansas,Doniphan County,2018,41.3,25297,7736,1029
Kansas,Haskell County,2018,36.6,25417,4047,508
Kansas,Scott County,2018,39.4,31132,4949,112
Kansas,Brown County,2018,42.2,25306,9664,1358
Kansas,Phillips County,2018,44.6,27140,5408,513
Idaho,Caribou County,2018,36.9,26908,6918,579
Idaho,Bannock County,2018,33.3,24555,85065,14056
Idaho,Bonneville County,2018,32.7,27272,112397,13432
Idaho,Canyon County,2018,33.4,20807,212230,31757
Georgia,Fannin County,2018,51.4,26665,24925,3324
Georgia,Houston County,2018,35.3,28196,151682,23412
Georgia,Laurens County,2018,38.3,20655,47418,12376
Georgia,Spalding County,2018,39.1,22166,64719,13702
Georgia,Telfair County,2018,41,15200,16115,3617
Georgia,Union County,2018,53.9,27282,22775,3203
Ohio,Columbiana County,2018,44,25853,104003,14639
Ohio,Fulton County,2018,40.8,28411,42305,3919
