county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng
Kanawha,Kanawha,Kanawha County,54039,WV,West Virginia,38.3366,-81.5281
Imperial,Imperial,Imperial County,6025,CA,California,33.0395,-115.3653
Bay,Bay,Bay County,12005,FL,Florida,30.2652,-85.6203
Pitt,Pitt,Pitt County,37147,NC,North Carolina,35.5933,-77.3745
Cass,Cass,Cass County,38017,ND,North Dakota,46.933,-97.248
Boone,Boone,Boone County,29019,MO,Missouri,38.9906,-92.3097
Santa Rosa,Santa Rosa,Santa Rosa County,12113,FL,Florida,30.7004,-87.0219
Newport News,Newport News,Newport News City,51700,VA,Virginia,37.1051,-76.5185
Ellis,Ellis,Ellis County,48139,TX,Texas,32.3484,-96.7946
Shasta,Shasta,Shasta County,6089,CA,California,40.7637,-122.0405
Kent,Kent,Kent County,10001,DE,Delaware,39.086,-75.5686
Medina,Medina,Medina County,39103,OH,Ohio,41.1176,-81.8997
Iredell,Iredell,Iredell County,37097,NC,North Carolina,35.807,-80.8734
Ulster,Ulster,Ulster County,36111,NY,New York,41.8881,-74.2586
Shawnee,Shawnee,Shawnee County,20177,KS,Kansas,39.0415,-95.7565
Licking,Licking,Licking County,39089,OH,Ohio,40.0916,-82.4831
Muskegon,Muskegon,Muskegon County,26121,MI,Michigan,43.2912,-86.152
Scott,Scott,Scott County,19163,IA,Iowa,41.6371,-90.6233
McLean,McLean,McLean County,17113,IL,Illinois,40.4909,-88.8473
Washington,Washington,Washington County,49053,UT,Utah,37.2804,-113.5048
Johnson,Johnson,Johnson County,48251,TX,Texas,32.379,-97.3665
Midland,Midland,Midland County,48329,TX,Texas,31.8691,-102.0316
Winnebago,Winnebago,Winnebago County,55139,WI,Wisconsin,44.0689,-88.6447
Aiken,Aiken,Aiken County,45003,SC,South Carolina,33.5443,-81.6347
Porter,Porter,Porter County,18127,IN,Indiana,41.4603,-87.0671
Kenosha,Kenosha,Kenosha County,55059,WI,Wisconsin,42.5769,-88.0424
Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395
Carroll,Carroll,Carroll County,24013,MD,Maryland,39.5629,-77.0225
Greene,Greene,Greene County,39057,OH,Ohio,39.6915,-83.8899
Pueblo,Pueblo,Pueblo County,8101,CO,Colorado,38.1735,-104.5127
Davidson,Davidson,Davidson County,37057,NC,North Carolina,35.7933,-80.2128
Hendricks,Hendricks,Hendricks County,18063,IN,Indiana,39.7695,-86.51
Maui,Maui,Maui County,15009,HI,Hawaii,20.8596,-156.5649
Kenton,Kenton,Kenton County,21117,KY,Kentucky,38.9334,-84.5333
Alamance,Alamance,Alamance County,37001,NC,North Carolina,36.0437,-79.3994
Wyandotte,Wyandotte,Wyandotte County,20209,KS,Kansas,39.1146,-94.7646
Beaver,Beaver,Beaver County,42007,PA,Pennsylvania,40.6823,-80.3493
Paulding,Paulding,Paulding County,13223,GA,Georgia,33.9206,-84.8673
Kent,Kent,Kent County,44003,RI,Rhode Island,41.6721,-71.5931
Lee,Lee,Lee County,1081,AL,Alabama,32.6011,-85.3555
Chittenden,Chittenden,Chittenden County,50007,VT,Vermont,44.4608,-73.0808
Guadalupe,Guadalupe,Guadalupe County,48187,TX,Texas,29.583,-97.9486
Middlesex,Middlesex,Middlesex County,9007,CT,Connecticut,41.4632,-72.5351
Rock,Rock,Rock County,55105,WI,Wisconsin,42.6712,-89.0716
Portage,Portage,Portage County,39133,OH,Ohio,41.1677,-81.1974
Centre,Centre,Centre County,42027,PA,Pennsylvania,40.9193,-77.82
Ector,Ector,Ector County,48135,TX,Texas,31.8692,-102.5427
Kootenai,Kootenai,Kootenai County,16055,ID,Idaho,47.6744,-116.7018
Charles,Charles,Charles County,24017,MD,Maryland,38.5073,-76.9922
Hampshire,Hampshire,Hampshire County,25015,MA,Massachusetts,42.3402,-72.6638
Dorchester,Dorchester,Dorchester County,45035,SC,South Carolina,33.0793,-80.4067
Martin,Martin,Martin County,12085,FL,Florida,27.0775,-80.4315
Yellowstone,Yellowstone,Yellowstone County,30111,MT,Montana,45.9373,-108.2744
Stearns,Stearns,Stearns County,27145,MN,Minnesota,45.5521,-94.613
St. Clair,St. Clair,St. Clair County,26147,MI,Michigan,42.9341,-82.6806
Rensselaer,Rensselaer,Rensselaer County,36083,NY,New York,42.7111,-73.5097
Catawba,Catawba,Catawba County,37035,NC,North Carolina,35.662,-81.2151
Alexandria,Alexandria,Alexandria City,51510,VA,Virginia,38.8185,-77.0861
Jackson,Jackson,Jackson County,26075,MI,Michigan,42.2485,-84.4234
Sullivan,Sullivan,Sullivan County,47163,TN,Tennessee,36.5129,-82.3042
Indian River,Indian River,Indian River County,12061,FL,Florida,27.6943,-80.6062
Olmsted,Olmsted,Olmsted County,27109,MN,Minnesota,44.0038,-92.4018
Fairfield,Fairfield,Fairfield County,39045,OH,Ohio,39.7516,-82.6306
Johnson,Johnson,Johnson County,18081,IN,Indiana,39.49,-86.1016
Madera,Madera,Madera County,6039,CA,California,37.2181,-119.7626
Houston,Houston,Houston County,13153,GA,Georgia,32.459,-83.6662
Schenectady,Schenectady,Schenectady County,36093,NY,New York,42.8181,-74.0586
Franklin,Franklin,Franklin County,42055,PA,Pennsylvania,39.9274,-77.7213
Ouachita,Ouachita,Ouachita Parish,22073,LA,Louisiana,32.4784,-92.1549
Columbia,Columbia,Columbia County,13073,GA,Georgia,33.5441,-82.2641
Rankin,Rankin,Rankin County,28121,MS,Mississippi,32.2641,-89.9458
Berrien,Berrien,Berrien County,26021,MI,Michigan,41.9547,-86.4123
Bibb,Bibb,Bibb County,13021,GA,Georgia,32.8065,-83.6974
Mesa,Mesa,Mesa County,8077,CO,Colorado,39.0183,-108.4665
Penobscot,Penobscot,Penobscot County,23019,ME,Maine,45.4006,-68.6495
Kings,Kings,Kings County,6031,CA,California,36.0753,-119.8155
Tolland,Tolland,Tolland County,9013,CT,Connecticut,41.855,-72.3365
Merrimack,Merrimack,Merrimack County,33013,NH,New Hampshire,43.2975,-71.6802
Johnson,Johnson,Johnson County,19103,IA,Iowa,41.6715,-91.5881
Washington,Washington,Washington County,24043,MD,Maryland,39.6036,-77.814
Santa Fe,Santa Fe,Santa Fe County,35049,NM,New Mexico,35.5069,-105.9763
Stafford,Stafford,Stafford County,51179,VA,Virginia,38.4207,-77.458
Cumberland,Cumberland,Cumberland County,34011,NJ,New Jersey,39.3738,-75.1107
Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394
Comal,Comal,Comal County,48091,TX,Texas,29.8082,-98.2783
Citrus,Citrus,Citrus County,12017,FL,Florida,28.8489,-82.4794
Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231
Scott,Scott,Scott County,27139,MN,Minnesota,44.6485,-93.5359
Orange,Orange,Orange County,37135,NC,North Carolina,36.0611,-79.1207
Coweta,Coweta,Coweta County,13077,GA,Georgia,33.3534,-84.7634
Douglas,Douglas,Douglas County,13097,GA,Georgia,33.7018,-84.768
Sandoval,Sandoval,Sandoval County,35043,NM,New Mexico,35.6886,-106.8659
Canadian,Canadian,Canadian County,40017,OK,Oklahoma,35.5424,-97.9824
Randolph,Randolph,Randolph County,37151,NC,North Carolina,35.7103,-79.806
Jackson,Jackson,Jackson County,28059,MS,Mississippi,30.5423,-88.6357
Rock Island,Rock Island,Rock Island County,17161,IL,Illinois,41.4673,-90.5674
Coconino,Coconino,Coconino County,4005,AZ,Arizona,35.8387,-111.7705
Schuylkill,Schuylkill,Schuylkill County,42107,PA,Pennsylvania,40.7058,-76.2159
Sussex,Sussex,Sussex County,34037,NJ,New Jersey,41.1393,-74.6908
Rowan,Rowan,Rowan County,37159,NC,North Carolina,35.6394,-80.5248
Wilson,Wilson,Wilson County,47189,TN,Tennessee,36.1549,-86.2977
Livingston,Livingston,Livingston Parish,22063,LA,Louisiana,30.4401,-90.7279
Lebanon,Lebanon,Lebanon County,42075,PA,Pennsylvania,40.3672,-76.4577
Napa,Napa,Napa County,6055,CA,California,38.5065,-122.3305
Parker,Parker,Parker County,48367,TX,Texas,32.7776,-97.8051
Florence,Florence,Florence County,45041,SC,South Carolina,34.0245,-79.703
Taylor,Taylor,Taylor County,48441,TX,Texas,32.3015,-99.8902
Brunswick,Brunswick,Brunswick County,37019,NC,North Carolina,34.071,-78.2377
Wright,Wright,Wright County,27171,MN,Minnesota,45.1739,-93.9631
Humboldt,Humboldt,Humboldt County,6023,CA,California,40.6993,-123.8756
Randall,Randall,Randall County,48381,TX,Texas,34.9659,-101.8969
Washington,Washington,Washington County,55131,WI,Wisconsin,43.3685,-88.2307
Marathon,Marathon,Marathon County,55073,WI,Wisconsin,44.8983,-89.7591
Hampton,Hampton,Hampton City,51650,VA,Virginia,37.0551,-76.363
Spotsylvania,Spotsylvania,Spotsylvania County,51177,VA,Virginia,38.1849,-77.6561
Clark,Clark,Clark County,39023,OH,Ohio,39.9168,-83.7839
Harnett,Harnett,Harnett County,37085,NC,North Carolina,35.3688,-78.8693
Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056
Tangipahoa,Tangipahoa,Tangipahoa Parish,22105,LA,Louisiana,30.6266,-90.4057
Grayson,Grayson,Grayson County,48181,TX,Texas,33.6268,-96.6777
Tazewell,Tazewell,Tazewell County,17179,IL,Illinois,40.5075,-89.5134
Boone,Boone,Boone County,21015,KY,Kentucky,38.9699,-84.7278
Wichita,Wichita,Wichita County,48485,TX,Texas,33.988,-98.7036
Black Hawk,Black Hawk,Black Hawk County,19013,IA,Iowa,42.4701,-92.3088
Robeson,Robeson,Robeson County,37155,NC,North Carolina,34.6402,-79.1039
Blount,Blount,Blount County,47009,TN,Tennessee,35.6872,-83.9255
Cambria,Cambria,Cambria County,42021,PA,Pennsylvania,40.4953,-78.7135
Warren,Warren,Warren County,21227,KY,Kentucky,36.9936,-86.4238
Wood,Wood,Wood County,39173,OH,Ohio,41.3617,-83.623
Rapides,Rapides,Rapides Parish,22079,LA,Louisiana,31.1986,-92.5332
Fayette,Fayette,Fayette County,42051,PA,Pennsylvania,39.9201,-79.6474
Strafford,Strafford,Strafford County,33017,NH,New Hampshire,43.297,-71.0289
Sumter,Sumter,Sumter County,12119,FL,Florida,28.7048,-82.081
Kaufman,Kaufman,Kaufman County,48257,TX,Texas,32.5993,-96.2878
Madison,Madison,Madison County,18095,IN,Indiana,40.1617,-85.7194
Washington,Washington,Washington County,47179,TN,Tennessee,36.2933,-82.4974
Sebastian,Sebastian,Sebastian County,5131,AR,Arkansas,35.1988,-94.2743
Chautauqua,Chautauqua,Chautauqua County,36013,NY,New York,42.2281,-79.3663
Kendall,Kendall,Kendall County,17093,IL,Illinois,41.5906,-88.4288
Skagit,Skagit,Skagit County,53057,WA,Washington,48.4793,-121.7305
Linn,Linn,Linn County,41043,OR,Oregon,44.4887,-122.5344
Bossier,Bossier,Bossier Parish,22015,LA,Louisiana,32.6784,-93.6049
Clarke,Clarke,Clarke County,13059,GA,Georgia,33.9512,-83.3673
Cochise,Cochise,Cochise County,4003,AZ,Arizona,31.8795,-109.7512
Cache,Cache,Cache County,49005,UT,Utah,41.7224,-111.7436
Washington,Washington,Washington County,44009,RI,Rhode Island,41.4697,-71.6225
Berkshire,Berkshire,Berkshire County,25003,MA,Massachusetts,42.3707,-73.2064
San Juan,San Juan,San Juan County,35045,NM,New Mexico,36.5085,-108.3206
Pickens,Pickens,Pickens County,45077,SC,South Carolina,34.8873,-82.7253
Hunterdon,Hunterdon,Hunterdon County,34019,NJ,New Jersey,40.5673,-74.9122
Ascension,Ascension,Ascension Parish,22005,LA,Louisiana,30.2036,-90.9113
Faulkner,Faulkner,Faulkner County,5045,AR,Arkansas,35.147,-92.332
Wayne,Wayne,Wayne County,37191,NC,North Carolina,35.364,-78.004
Gregg,Gregg,Gregg County,48183,TX,Texas,32.4805,-94.817
Blair,Blair,Blair County,42013,PA,Pennsylvania,40.4811,-78.3484
Kennebec,Kennebec,Kennebec County,23011,ME,Maine,44.4091,-69.7673
Comanche,Comanche,Comanche County,40031,OK,Oklahoma,34.6621,-98.4717
Douglas,Douglas,Douglas County,20045,KS,Kansas,38.8847,-95.2926
Richland,Richland,Richland County,39139,OH,Ohio,40.7747,-82.5365
Saline,Saline,Saline County,5125,AR,Arkansas,34.6467,-92.6766
Jasper,Jasper,Jasper County,29097,MO,Missouri,37.2035,-94.3406
Morgan,Morgan,Morgan County,1103,AL,Alabama,34.4535,-86.8529
Missoula,Missoula,Missoula County,30063,MT,Montana,47.0365,-113.9237
Carroll,Carroll,Carroll County,13045,GA,Georgia,33.5828,-85.0798
Tom Green,Tom Green,Tom Green County,48451,TX,Texas,31.4044,-100.4622
Potter,Potter,Potter County,48375,TX,Texas,35.4013,-101.8941
La Crosse,La Crosse,La Crosse County,55063,WI,Wisconsin,43.9066,-91.1152
Oswego,Oswego,Oswego County,36075,NY,New York,43.4269,-76.1413
Berkeley,Berkeley,Berkeley County,54003,WV,West Virginia,39.4641,-78.0275
Clark,Clark,Clark County,18019,IN,Indiana,38.4772,-85.7073
Allegan,Allegan,Allegan County,26005,MI,Michigan,42.5913,-85.8884
Bonneville,Bonneville,Bonneville County,16019,ID,Idaho,43.3877,-111.6148
Windham,Windham,Windham County,9015,CT,Connecticut,41.83,-71.9874
Lowndes,Lowndes,Lowndes County,13185,GA,Georgia,30.8338,-83.2677
Henderson,Henderson,Henderson County,37089,NC,North Carolina,35.3363,-82.48
Wayne,Wayne,Wayne County,39169,OH,Ohio,40.8289,-81.888
Sheboygan,Sheboygan,Sheboygan County,55117,WI,Wisconsin,43.7212,-87.9454
Delaware,Delaware,Delaware County,18035,IN,Indiana,40.2275,-85.3969
Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826
Lycoming,Lycoming,Lycoming County,42081,PA,Pennsylvania,41.3434,-77.0645
Fayette,Fayette,Fayette County,13113,GA,Georgia,33.4139,-84.4943
St. Mary's,St. Mary's,St. Mary's County,24037,MD,Maryland,38.3024,-76.6059
Flagler,Flagler,Flagler County,12035,FL,Florida,29.4614,-81.3136
Pennington,Pennington,Pennington County,46103,SD,South Dakota,44.0037,-102.8238
Jefferson,Jefferson,Jefferson County,36045,NY,New York,44.0495,-75.9208
Gallatin,Gallatin,Gallatin County,30031,MT,Montana,45.5404,-111.1704
Terrebonne,Terrebonne,Terrebonne Parish,22109,LA,Louisiana,29.4148,-90.8663
Mercer,Mercer,Mercer County,42085,PA,Pennsylvania,41.3022,-80.2577
Navajo,Navajo,Navajo County,4017,AZ,Arizona,35.3996,-110.3214
LaPorte,LaPorte,LaPorte County,18091,IN,Indiana,41.546,-86.74
Douglas,Douglas,Douglas County,41019,OR,Oregon,43.2797,-123.1665
Kankakee,Kankakee,Kankakee County,17091,IL,Illinois,41.1377,-87.8618
Newton,Newton,Newton County,13217,GA,Georgia,33.555,-83.8502
Ontario,Ontario,Ontario County,36069,NY,New York,42.8528,-77.2998
Eaton,Eaton,Eaton County,26045,MI,Michigan,42.5961,-84.8383
Hardin,Hardin,Hardin County,21093,KY,Kentucky,37.6979,-85.9634
Craighead,Craighead,Craighead County,5031,AR,Arkansas,35.8308,-90.6328
LaSalle,LaSalle,LaSalle County,17099,IL,Illinois,41.344,-88.8859
Albemarle,Albemarle,Albemarle County,51003,VA,Virginia,38.0229,-78.5567
Cowlitz,Cowlitz,Cowlitz County,53015,WA,Washington,46.1932,-122.681
St. Lawrence,St. Lawrence,St. Lawrence County,36089,NY,New York,44.4964,-75.069
Androscoggin,Androscoggin,Androscoggin County,23001,ME,Maine,44.1658,-70.2065
Matanuska-Susitna,Matanuska-Susitna,Matanuska-Susitna Borough,2170,AK,Alaska,62.3155,-149.5728
Vigo,Vigo,Vigo County,18167,IN,Indiana,39.4306,-87.39
Bradley,Bradley,Bradley County,47011,TN,Tennessee,35.1541,-84.8596
Sumter,Sumter,Sumter County,45085,SC,South Carolina,33.9162,-80.3823
Hanover,Hanover,Hanover County,51085,VA,Virginia,37.7601,-77.491
Bartow,Bartow,Bartow County,13015,GA,Georgia,34.2377,-84.8403
Monongalia,Monongalia,Monongalia County,54061,WV,West Virginia,39.6303,-80.0466
Yamhill,Yamhill,Yamhill County,41071,OR,Oregon,45.2327,-123.3081
Miami,Miami,Miami County,39109,OH,Ohio,40.0535,-84.2289
Warren,Warren,Warren County,34041,NJ,New Jersey,40.8572,-74.9973
Madison,Madison,Madison County,28089,MS,Mississippi,32.6347,-90.0337
Houston,Houston,Houston County,1069,AL,Alabama,31.1532,-85.3025
Macon,Macon,Macon County,17115,IL,Illinois,39.86,-88.9615
Cass,Cass,Cass County,29037,MO,Missouri,38.647,-94.3549
DeKalb,DeKalb,DeKalb County,17037,IL,Illinois,41.8935,-88.7703
Highlands,Highlands,Highlands County,12055,FL,Florida,27.3434,-81.341
Eau Claire,Eau Claire,Eau Claire County,55035,WI,Wisconsin,44.7268,-91.286
Whitfield,Whitfield,Whitfield County,13313,GA,Georgia,34.8056,-84.9672
Franklin,Franklin,Franklin County,29071,MO,Missouri,38.4111,-91.075
Carver,Carver,Carver County,27019,MN,Minnesota,44.8207,-93.8026
Bay,Bay,Bay County,26017,MI,Michigan,43.7074,-83.9921
Walworth,Walworth,Walworth County,55127,WI,Wisconsin,42.6685,-88.5419
Wicomico,Wicomico,Wicomico County,24045,MD,Maryland,38.3733,-75.6208
Cecil,Cecil,Cecil County,24015,MD,Maryland,39.5712,-75.9407
Platte,Platte,Platte County,29165,MO,Missouri,39.3803,-94.7738
Allen,Allen,Allen County,39003,OH,Ohio,40.7715,-84.1058
Etowah,Etowah,Etowah County,1055,AL,Alabama,34.0453,-86.0348
Woodbury,Woodbury,Woodbury County,19193,IA,Iowa,42.3897,-96.0448
Fond du Lac,Fond du Lac,Fond du Lac County,55039,WI,Wisconsin,43.7536,-88.4882
Adams,Adams,Adams County,42001,PA,Pennsylvania,39.8715,-77.2179
Columbiana,Columbiana,Columbiana County,39029,OH,Ohio,40.7684,-80.7772
Craven,Craven,Craven County,37049,NC,North Carolina,35.1249,-77.0939
Tompkins,Tompkins,Tompkins County,36109,NY,New York,42.452,-76.4736
Flathead,Flathead,Flathead County,30029,MT,Montana,48.2951,-114.0497
Rockwall,Rockwall,Rockwall County,48397,TX,Texas,32.8978,-96.4079
Daviess,Daviess,Daviess County,21059,KY,Kentucky,37.7318,-87.0873
Nevada,Nevada,Nevada County,6057,CA,California,39.3013,-120.7688
Laramie,Laramie,Laramie County,56021,WY,Wyoming,41.3071,-104.6896
Moore,Moore,Moore County,37125,NC,North Carolina,35.3106,-79.4814
Roanoke,Roanoke,Roanoke City,51770,VA,Virginia,37.2785,-79.9581
Garland,Garland,Garland County,5051,AR,Arkansas,34.5767,-93.1504
Putnam,Putnam,Putnam County,36079,NY,New York,41.4267,-73.7495
Montgomery,Montgomery,Montgomery County,51121,VA,Virginia,37.1743,-80.3872
Fairbanks North Star,Fairbanks North Star,Fairbanks North Star Borough,2090,AK,Alaska,64.8078,-146.5654
Lenawee,Lenawee,Lenawee County,26091,MI,Michigan,41.8951,-84.0664
Sevier,Sevier,Sevier County,47155,TN,Tennessee,35.7846,-83.5242
Lafourche,Lafourche,Lafourche Parish,22057,LA,Louisiana,29.5661,-90.4256
Madison,Madison,Madison County,47113,TN,Tennessee,35.6082,-88.8385
Floyd,Floyd,Floyd County,13115,GA,Georgia,34.2632,-85.2143
Cleveland,Cleveland,Cleveland County,37045,NC,North Carolina,35.3341,-81.5555
Ashtabula,Ashtabula,Ashtabula County,39007,OH,Ohio,41.7074,-80.7483
Story,Story,Story County,19169,IA,Iowa,42.0362,-93.465
Dubuque,Dubuque,Dubuque County,19061,IA,Iowa,42.4688,-90.8825
Limestone,Limestone,Limestone County,1083,AL,Alabama,34.8101,-86.9814
Grant,Grant,Grant County,53025,WA,Washington,47.2057,-119.4517
Sutter,Sutter,Sutter County,6101,CA,California,39.0346,-121.6948
Hunt,Hunt,Hunt County,48231,TX,Texas,33.1236,-96.0855
Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066
Sherburne,Sherburne,Sherburne County,27141,MN,Minnesota,45.4439,-93.7746
Steuben,Steuben,Steuben County,36101,NY,New York,42.2678,-77.3838
Burleigh,Burleigh,Burleigh County,38015,ND,North Dakota,46.9775,-100.4687
Lancaster,Lancaster,Lancaster County,45057,SC,South Carolina,34.6867,-80.7054
Portsmouth,Portsmouth,Portsmouth City,51740,VA,Virginia,36.8468,-76.354
Maury,Maury,Maury County,47119,TN,Tennessee,35.6169,-87.077
Nash,Nash,Nash County,37127,NC,North Carolina,35.9673,-77.9864
Roanoke,Roanoke,Roanoke County,51161,VA,Virginia,37.2693,-80.068
Franklin,Franklin,Franklin County,53021,WA,Washington,46.5347,-118.8989
Geauga,Geauga,Geauga County,39055,OH,Ohio,41.4995,-81.1786
Bowie,Bowie,Bowie County,48037,TX,Texas,33.4458,-94.4234
Campbell,Campbell,Campbell County,21037,KY,Kentucky,38.9465,-84.3795
Pottawattamie,Pottawattamie,Pottawattamie County,19155,IA,Iowa,41.3366,-95.5423
Cabell,Cabell,Cabell County,54011,WV,West Virginia,38.4203,-82.2417
Walton,Walton,Walton County,13297,GA,Georgia,33.7816,-83.7339
Lauderdale,Lauderdale,Lauderdale County,1077,AL,Alabama,34.9014,-87.654
Cape May,Cape May,Cape May County,34009,NJ,New Jersey,39.1496,-74.8002
Grand Traverse,Grand Traverse,Grand Traverse County,26055,MI,Michigan,44.6688,-85.5605
Benton,Benton,Benton County,41003,OR,Oregon,44.4918,-123.4293
Tuscarawas,Tuscarawas,Tuscarawas County,39157,OH,Ohio,40.4409,-81.4738
Calvert,Calvert,Calvert County,24009,MD,Maryland,38.5434,-76.5687
Madison,Madison,Madison County,21151,KY,Kentucky,37.7202,-84.278
Rogers,Rogers,Rogers County,40131,OK,Oklahoma,36.3715,-95.6043
Victoria,Victoria,Victoria County,48469,TX,Texas,28.7963,-96.9715
Suffolk,Suffolk,Suffolk City,51800,VA,Virginia,36.6953,-76.6398
Northumberland,Northumberland,Northumberland County,42097,PA,Pennsylvania,40.8519,-76.7095
Rockingham,Rockingham,Rockingham County,37157,NC,North Carolina,36.396,-79.775
Dallas,Dallas,Dallas County,19049,IA,Iowa,41.6849,-94.0398
Grafton,Grafton,Grafton County,33009,NH,New Hampshire,43.9407,-71.8208
Rockdale,Rockdale,Rockdale County,13247,GA,Georgia,33.6543,-84.0266
Burke,Burke,Burke County,37023,NC,North Carolina,35.7496,-81.7048
Wayne,Wayne,Wayne County,36117,NY,New York,43.1566,-77.0294
St. Croix,St. Croix,St. Croix County,55109,WI,Wisconsin,45.034,-92.4526
Ozaukee,Ozaukee,Ozaukee County,55089,WI,Wisconsin,43.384,-87.951
St. Clair,St. Clair,St. Clair County,1115,AL,Alabama,33.7157,-86.3146
Dougherty,Dougherty,Dougherty County,13095,GA,Georgia,31.5334,-84.2163
Frederick,Frederick,Frederick County,51069,VA,Virginia,39.2046,-78.2626
Lapeer,Lapeer,Lapeer County,26087,MI,Michigan,43.0901,-83.2218
Buchanan,Buchanan,Buchanan County,29021,MO,Missouri,39.6598,-94.8059
Dodge,Dodge,Dodge County,55027,WI,Wisconsin,43.4163,-88.7075
Christian,Christian,Christian County,29043,MO,Missouri,36.9696,-93.1889
Angelina,Angelina,Angelina County,48005,TX,Texas,31.2548,-94.6119
Mendocino,Mendocino,Mendocino County,6045,CA,California,39.4402,-123.3915
Josephine,Josephine,Josephine County,41033,OR,Oregon,42.3655,-123.5555
Orangeburg,Orangeburg,Orangeburg County,45075,SC,South Carolina,33.439,-80.8003
Bastrop,Bastrop,Bastrop County,48021,TX,Texas,30.1036,-97.312
